,yaml_name,mean_distance_to_orig
116,hypersearch-4-47,0.31021566019699626
117,hypersearch-31-28,0.2883195153748809
118,hypersearch-9-6,0.576607578326224
119,hypersearch-8-2,0.36190585081454935
120,hypersearch-6-1,0.5866018797098462
121,hypersearch-8-30,0.4505976349502707
122,hypersearch-20-28,0.4870727552975311
123,hypersearch-4-29,0.42119265707930265
124,hypersearch-9-20,0.3091922671014572
125,hypersearch-3-23,0.46240014409005636
126,hypersearch-8-32,0.6201480407584173
127,hypersearch-8-19,0.3714451534399067
128,hypersearch-4-16,0.30710553641280575
129,hypersearch-34-23,0.4424987745393968
130,hypersearch-33-24,0.25378901465001663
131,hypersearch-3-49,0.2877320823794259
132,hypersearch-30-39,0.4906636078744088
133,hypersearch-34-0,0.19074001540951338
134,hypersearch-1-24,0.48747589114331297
135,hypersearch-20-19,0.5343145398979632
136,hypersearch-2-23,0.4814340720981856
137,hypersearch-2-5,0.6643657375081174
138,hypersearch-8-1,0.325271540112669
139,hypersearch-34-16,0.24219881444517669
140,hypersearch-7-8,0.28888177133846693
141,hypersearch-0-31,0.3486287519062849
142,hypersearch-1-31,0.5493821769720962
143,hypersearch-20-32,0.4429006214174701
144,hypersearch-2-15,0.3506785843350943
145,hypersearch-30-13,0.23015466896458706
146,hypersearch-5-48,0.3966825416405896
147,hypersearch-32-11,0.419731555648249
148,hypersearch-8-15,0.43507854571732024
149,hypersearch-2-49,0.5521445889679463
150,hypersearch-35-23,0.44167327815815133
151,hypersearch-2-3,0.26894515500523386
152,hypersearch-6-12,0.4281087176442492
153,hypersearch-2-17,0.1755227958630569
154,hypersearch-2-9,0.5530065710396347
155,hypersearch-31-20,0.4437954549527776
156,hypersearch-30-45,0.5594647587554534
157,hypersearch-32-36,0.3711520314570531
158,hypersearch-1-13,0.3416931055028333
159,hypersearch-8-38,0.44046397089967776
160,hypersearch-0-35,0.37563506964495036
161,hypersearch-33-31,0.546676341542955
162,hypersearch-30-49,0.4608585892434963
163,hypersearch-3-8,0.5755327786792084
164,hypersearch-20-26,0.3544632635293301
165,hypersearch-5-29,0.4650412474394494
166,hypersearch-0-12,0.33990005893071445
167,hypersearch-20-39,0.18514564033036007
168,hypersearch-1-27,0.45620014107250756
169,hypersearch-9-26,0.33573208291389695
170,hypersearch-4-44,0.5867197205851389
171,hypersearch-4-11,0.317554061836954
172,hypersearch-0-44,0.23174242183462537
173,hypersearch-1-41,0.37053132622789026
174,hypersearch-2-39,0.18711372855351943
175,hypersearch-8-11,0.39053410538198297
176,hypersearch-6-11,0.41594718697979904
177,hypersearch-31-4,0.26826369776483
178,hypersearch-9-45,0.49089471196877404
179,hypersearch-5-6,0.2730604512523601
180,hypersearch-5-33,0.5547844144993388
181,hypersearch-32-24,0.5931788936848805
182,hypersearch-6-15,0.5996758387876869
183,hypersearch-31-16,0.3616092209491936
184,hypersearch-32-0,0.33209668724227515
185,hypersearch-3-3,0.21467453150969953
186,hypersearch-1-49,0.25908329127670915
187,hypersearch-9-36,0.49472338324608683
188,hypersearch-5-38,0.19886012664616745
189,hypersearch-9-5,0.5354370911516577
190,hypersearch-9-27,0.31522852118679295
191,hypersearch-9-19,0.26894822739973456
192,hypersearch-1-28,0.7470432811917297
193,hypersearch-8-46,0.5069512968632954
194,hypersearch-30-12,0.2702180973215086
195,hypersearch-5-37,0.23950650925001524
196,hypersearch-9-46,0.547115368928135
197,hypersearch-31-14,0.7234618517778153
198,hypersearch-3-32,0.545836107369558
199,hypersearch-2-46,0.4214752460006609
200,hypersearch-20-2,0.5654076988384762
201,hypersearch-30-1,0.338157780389347
202,hypersearch-30-11,0.3859057280618774
203,hypersearch-2-7,0.6516030894751753
204,hypersearch-7-44,0.4652010254754401
205,hypersearch-7-6,0.2770376544806375
206,hypersearch-9-24,0.2664831805234382
207,hypersearch-2-10,0.3483853658025042
208,hypersearch-0-37,0.567603017117302
209,hypersearch-1-32,0.16118021239011285
210,hypersearch-8-14,0.4192727217607593
211,hypersearch-2-27,0.26901546045721214
212,hypersearch-6-14,0.5043009600622546
213,hypersearch-6-13,0.44544890077875504
214,hypersearch-31-1,0.42068035704958895
215,hypersearch-4-6,0.6371665124983293
216,hypersearch-31-15,0.7663140209813526
217,hypersearch-2-13,0.27443271974211614
218,hypersearch-8-22,0.20238623524312274
219,hypersearch-32-1,0.49278223898893486
220,hypersearch-2-29,0.2524104550632139
221,hypersearch-7-14,0.33303338304599656
222,hypersearch-35-36,0.622969020753558
223,hypersearch-5-42,0.45512125569859246
224,hypersearch-5-10,0.48752105270405416
225,hypersearch-31-13,0.454593631952799
226,hypersearch-20-36,0.26109621862707155
227,hypersearch-2-11,0.24156303900725806
228,hypersearch-9-35,0.5114254433081623
229,hypersearch-8-45,0.753256768791743
230,hypersearch-2-19,0.3138301925178632
231,hypersearch-34-46,0.3801493846323716
232,hypersearch-8-31,0.770986199223451
233,hypersearch-8-0,0.23255460141097384
234,hypersearch-32-15,0.2721017269560203
235,hypersearch-9-41,0.7550491870542826
236,hypersearch-5-34,0.4915069506249588
237,hypersearch-2-41,0.3262546515654476
238,hypersearch-4-40,0.23717476809376126
239,hypersearch-8-33,0.16613878777182237
240,hypersearch-3-45,0.1907834186412711
241,hypersearch-9-3,0.734488678473741
242,hypersearch-2-6,0.28102361725959124
243,hypersearch-4-19,0.18033066440199588
244,hypersearch-20-0,0.3732905684393237
